abs_logprob_diff_p50,abs_logprob_diff_p90,abs_logprob_diff_p95,abs_logprob_diff_p99,abs_logprob_diff_p999,count,finite_count,group,max_abs_logprob_diff,mean_abs_logprob_diff,missing_selected_count,rank_delta_nonzero_rate,topk_jaccard_mean,topk_jaccard_p01,topk_jaccard_p05,union_js_max,union_js_p95,union_js_p99
0.0027392394840717316,0.10166380703449249,0.13165503591299055,0.23951943874359144,0.262801418542862,128,128,00948d836971f053bbf9,0.26496386528015137,0.032179098029133435,0,0.015625,0.9258594346829642,0.8285714285714286,0.8285714285714286,0.01577842767941353,0.008651293367715909,0.014304716614282304
3.6954349980078405e-06,0.010785166546702382,0.038830749690532664,0.08706069231033334,0.09932441872358326,128,128,078441dc63cb2e4b07bd,0.1001548171043396,0.005208674943824099,0,0.0,0.842154995296708,0.3780425531914894,0.5609756097560976,0.0070288149026141375,0.002259523197289581,0.006413043796019764
0.011759894900023937,0.17283021956682204,0.28988830000162125,0.3623750704526903,0.37904997229576115,128,128,081f312c80bb99972dbd,0.37991005182266235,0.052507200198614934,0,0.078125,0.9125578261607673,0.7914920634920636,0.8285714285714286,0.02853438688419703,0.01725546804696071,0.023125758199115116
0.00039295693568419665,0.10983149409294127,0.19158013463020324,0.3245189252495768,0.3573288713395596,128,128,0848a18636674f51559d,0.35943007469177246,0.030587093088543793,0,0.03125,0.923471366118425,0.7427027027027027,0.8285714285714286,0.0394702437554622,0.01028511858103704,0.01792974364121668
0.022724740207195282,0.09688907861709595,0.12931637763977047,0.17855844140052796,0.19304992425441747,128,128,08a516ed65ded1d98939,0.19514286518096924,0.03701294134598232,0,0.03125,0.9324784080298787,0.7777777777777779,0.8285714285714286,0.006680823315331315,0.0038499948377952974,0.006150374252860012
0.019580258056521416,0.0955893613398075,0.1466730624437331,0.22486521303653717,0.24497934788465509,128,128,0a1d8a7c087c9dc3d2cd,0.24782252311706543,0.04018869739755515,0,0.0234375,0.9143563185842598,0.664975744975745,0.8285714285714286,0.04647474067747626,0.008078364656241377,0.02536306647604572
0.0035822552163153887,0.09909966289997099,0.12479452490806578,0.3684867265820506,0.39116860073804854,128,128,0a95e425e4dd7a02f20c,0.39161717891693115,0.03274276289984568,0,0.0078125,0.9160366798234446,0.7777777777777779,0.8285714285714286,0.03653532307477726,0.007737442766066837,0.03474502552973718
7.71090853959322e-05,0.023965328792110083,0.051174309849738926,0.19950134515762336,0.5575528109669704,128,128,0aa6cfc00ab1dd402f7e,0.608866274356842,0.015278803451945988,0,0.0,0.8721778508967968,0.5338443670150987,0.6410256410256411,0.07583032493249729,0.0054141456396231006,0.02012859892973851
0.00016029969265218824,0.08439649939537046,0.17746121883392324,0.4371731661260133,1.0256347936987906,128,128,0b78fd794493c2fce383,1.1059754490852356,0.03701104661146731,0,0.03125,0.9312701595789832,0.8285714285714286,0.8823529411764706,0.13531269616567537,0.013717519094633188,0.03219283166905505
8.94064100975811e-07,0.0018946002237498756,0.0075334172695874805,0.04126229733228698,0.059470266699791,128,128,0c1b0aa5f7b49771176d,0.060688018798828125,0.0015457258545095165,0,0.0,0.8912352599078606,0.6526855600539812,0.7465465465465466,0.012559729705319399,0.00031531412611146255,0.0026020876573945345
0.001226712018251419,0.11667040586471555,0.24602692723274222,0.45429069176316283,0.5387945356965068,128,128,0c7a3248234f94699a83,0.5490121245384216,0.040142869249783275,0,0.03125,0.9039232059452648,0.7427027027027027,0.7955555555555557,0.08371109198989081,0.013299762057562847,0.051493019549415514
2.384183801495965e-07,0.03208235502243042,0.0645403176546096,0.11728721261024475,0.2236979211568838,128,128,107c0874e9429ce217c5,0.23912858963012695,0.009236405919853474,0,0.0234375,0.9213336549733608,0.664975744975745,0.8285714285714286,0.009735676332448588,0.0010349520113870142,0.004424741247769304
0.00029404844099190086,0.10537963211536405,0.15877242088317867,0.3061725014448166,0.3183069180250168,128,128,10ec405176db694e80fc,0.3200605809688568,0.029606503984079935,0,0.0234375,0.9331892984466514,0.8285714285714286,0.8285714285714286,0.02412407698336918,0.007471286947043517,0.019050415767553706
0.0008414069307036698,0.10249460041522979,0.18278697095811366,0.27921494275331504,0.4247179242074497,128,128,127949883dbe82e96510,0.4451240301132202,0.030621118797652058,0,0.03125,0.9331895637042696,0.8285714285714286,0.8823529411764706,0.0310198280736899,0.007732811207284697,0.02128281790588044
1.6093193266897288e-06,0.040435308218002314,0.0759610831737518,0.14496967434883132,0.1568509558439255,128,128,15eb16fcdaff88e628d7,0.15725171566009521,0.010092909134478634,0,0.0234375,0.9259365888042359,0.7777777777777779,0.8285714285714286,0.01571532319201774,0.002012801825942205,0.0049002910870085525
3.5762775496550603e-07,0.008689481765031808,0.026210466772317857,0.07083877444267285,0.1387600861787799,128,128,16172a162841e0149e87,0.14746463298797607,0.004227397945457678,0,0.0078125,0.8506617627594613,0.43094949494949497,0.5609756097560976,0.0024628489687018025,0.001033643663650899,0.0021691762692729872
1.1920920428565296e-07,0.013760065287351606,0.057912227511405914,0.08897470951080325,0.1909653242826467,128,128,16848c5028ff542acb85,0.20555895566940308,0.007095178493118581,0,0.0078125,0.8171578781263826,0.4400826873385013,0.5368176538908247,0.01019013892763708,0.002598501627436047,0.004987614543264424
0.023530811071395874,0.10904406011104584,0.168557024002075,0.26229113101959245,0.31839730560779594,128,128,1757a5dbdeca60120661,0.3250185251235962,0.04693786619856094,0,0.03125,0.9308754562431033,0.8285714285714286,0.8473949579831933,0.0185590506660024,0.007870514620842468,0.01535062465660923
0.0002271544944960624,0.09997690767049787,0.1648998677730556,0.26373520880937584,0.3887575522065169,128,128,1b720995044d47655d3a,0.40649527311325073,0.029682993565509186,0,0.03125,0.9114480899020373,0.6965007112375533,0.8285714285714286,0.020916111456504127,0.008234053881420846,0.017197037480608572
6.317960469459649e-06,0.02477873265743255,0.043390903621912,0.16278772354126,0.18561006069183353,128,128,1bd6df0931ab70debb45,0.1866316795349121,0.00836199058968129,0,0.0,0.8931258842636551,0.6,0.7169590643274855,0.008565714912920328,0.0026737119565388157,0.006705463147076936
0.00983152911067009,0.08839799165725706,0.11831390559673305,0.19008694469928752,0.25158434841036825,128,128,1cb99752774e0cb75bcd,0.2596106231212616,0.029577128434427502,0,0.0,0.9133552309770406,0.5715121951219513,0.7777777777777779,0.013596630221574053,0.005876647807018288,0.011756818506198473
5.36434799869312e-06,0.0060169883072376225,0.04995916336774815,0.12301891624927522,0.1633784886598589,128,128,1d61f99a7cea7847043a,0.16910713911056519,0.007121247446026047,0,0.0,0.8252506814723591,0.43094949494949497,0.5368176538908247,0.018690376544183793,0.00439889341861811,0.01257166607926171
1.132344186771661e-05,0.035297492146492006,0.07345129251480073,0.15856377124786383,0.20241601538658163,128,128,1e35a89febc387eef2a6,0.20833289623260498,0.010774717560109004,0,0.015625,0.8682686311252211,0.36606060606060603,0.656140350877193,0.010696993172393912,0.0028252511675462516,0.005487332135329839
