compared_entries,entry_match_count,entry_match_rate,entry_mismatch_count,entry_mismatch_rate,layer_idx,sample_layer_count,token_layer_count,token_layer_match_count,token_layer_match_rate,token_layer_set_count,token_layer_set_match_count,token_layer_set_match_rate,topk_jaccard_mean,topk_overlap_mean
989560,941929,0.951866486115041,47631,0.04813351388495897,0,1000,123695,99626,0.8054165487691499,123695,117668,0.9512753142810946,0.9891521708862739,0.9938952665831279
989560,887067,0.8964256841424472,102493,0.10357431585755285,1,1000,123695,77128,0.6235336917417842,123695,109653,0.8864788390799951,0.9745146358283513,0.9856279558591697
989560,848048,0.856995028093294,141512,0.14300497190670602,2,1000,123695,63612,0.5142649258256194,123695,103912,0.8400662920894135,0.9634691880198971,0.9793039330611585
989560,817341,0.8259640648368972,172219,0.17403593516310278,3,1000,123695,54806,0.4430736893164639,123695,99079,0.8009943813412022,0.9544799545640319,0.9742057075872105
989560,829475,0.8382260802781034,160085,0.16177391972189661,4,1000,123695,57909,0.4681595860786612,123695,100559,0.8129592950402199,0.957290713023766,0.9758104612150855
989560,804376,0.8128622822264441,185184,0.18713771777355592,5,1000,123695,50579,0.40890092566393144,123695,97117,0.7851327862888556,0.9512130725583162,0.9724089494320708
989560,797218,0.8056287642992845,192342,0.19437123570071546,6,1000,123695,49644,0.4013420105905655,123695,96632,0.781211851732083,0.9498389203486433,0.9715621084118194
989560,758866,0.7668721451958446,230694,0.23312785480415538,7,1000,123695,39677,0.3207647843485994,123695,89123,0.7205060835118638,0.9352250995340837,0.963174542220785
989560,756084,0.7640607946966328,233476,0.23593920530336715,8,1000,123695,37955,0.3068434455717693,123695,88556,0.7159222280609564,0.9341649160671767,0.9625712437851166
989560,757851,0.765846436800194,231709,0.234153563199806,9,1000,123695,38995,0.31525122276567363,123695,89404,0.7227778002344476,0.9356008112417016,0.9633554306964711
989560,770703,0.7788340272444318,218857,0.22116597275556812,10,1000,123695,42976,0.34743522373580177,123695,93816,0.7584461780993573,0.9441293808212449,0.9682475039411456
989560,773576,0.781737337806702,215984,0.21826266219329804,11,1000,123695,43456,0.35131573628683455,123695,93386,0.7549698856057238,0.9433984762963284,0.9678392416831724
989560,716415,0.7239732810542059,273145,0.2760267189457941,12,1000,123695,31681,0.2561219127693116,123695,84562,0.6836331298759044,0.9253556837905433,0.9573426573426573
989560,717641,0.7252122155301346,271919,0.2747877844698654,13,1000,123695,31430,0.2540927280811674,123695,84538,0.6834391042483529,0.9248084951953343,0.9568970047293747
989560,690650,0.6979364566069768,298910,0.30206354339302316,14,1000,123695,27160,0.2195723351792716,123695,79986,0.6466389102227252,0.9146251053248111,0.950795302962933
989560,678257,0.6854127086786046,311303,0.31458729132139535,15,1000,123695,25457,0.20580460002425321,123695,77918,0.6299203686486924,0.9099125276141323,0.9479698047617123
989560,666491,0.6735225756902058,323069,0.32647742430979426,16,1000,123695,23706,0.19164881361413152,123695,76461,0.6181413961760782,0.906560406460967,0.9458880714661061
989560,666142,0.6731698936901249,323418,0.3268301063098751,17,1000,123695,24571,0.19864182060713853,123695,77255,0.6245604106875783,0.906498097076536,0.9454070495978011
989560,658087,0.6650299122842476,331473,0.33497008771575243,18,1000,123695,24237,0.19594163062371156,123695,75815,0.61291887303448,0.9023593226818898,0.942725049516957
989560,651506,0.6583794817898864,338054,0.3416205182101136,19,1000,123695,23220,0.18771979465621083,123695,73887,0.5973321476211649,0.8982452535854032,0.9402764865192611
989560,661003,0.6679766765026881,328557,0.33202332349731195,20,1000,123695,22457,0.1815513965802983,123695,71831,0.5807106188609079,0.8934910122686506,0.9373903553094305
989560,670558,0.6776324831238126,319002,0.3223675168761874,21,1000,123695,24724,0.19987873398278022,123695,74420,0.6016411334330409,0.8985087144285167,0.9402330328630907
989560,684423,0.6916437608634141,305137,0.30835623913658594,22,1000,123695,28276,0.2285945268604228,123695,77547,0.6269210558227899,0.9032538969804002,0.942501717935244
989560,694138,0.7014612555074983,295422,0.29853874449250173,23,1000,123695,29524,0.23868385949310805,123695,79225,0.6404866809491087,0.906003203043503,0.9439397307894418
989560,648755,0.6555994583451231,340805,0.34440054165487693,24,1000,123695,22997,0.1859169732002102,123695,71874,0.5810582481102712,0.8886879253393668,0.9332804478758236
989560,662912,0.669905816726626,326648,0.33009418327337403,25,1000,123695,24228,0.1958688710133797,123695,73226,0.5919883584623469,0.8924810874121677,0.9358017704838514
989560,641535,0.6483032863090666,348025,0.35169671369093336,26,1000,123695,22351,0.1806944500586119,123695,70800,0.5723756012773353,0.8859082262712147,0.9315039007235539
989560,647752,0.6545858765511945,341808,0.3454141234488055,27,1000,123695,23569,0.1905412506568576,123695,72630,0.5871700553781478,0.8885721680935718,0.9327337402481911
989560,685612,0.6928453049840333,303948,0.3071546950159667,28,1000,123695,27687,0.22383281458425966,123695,75496,0.6103399490682727,0.8968530427134255,0.9382351752293949
989560,688767,0.6960335906867698,300793,0.3039664093132301,29,1000,123695,28727,0.23224059177816403,123695,75845,0.6131614050689195,0.8979695405985879,0.938951655281135
989560,672227,0.6793190913133109,317333,0.320680908686689,30,1000,123695,27724,0.22413193742673512,123695,75801,0.6128056914184081,0.8960863701200812,0.9373155745988115
989560,675611,0.6827387929989086,313949,0.3172612070010914,31,1000,123695,27118,0.21923279033105622,123695,74916,0.6056509964024415,0.8944083205241701,0.9363161405068919
989560,731957,0.7396792513844537,257603,0.2603207486155463,32,1000,123695,37191,0.30066696309470875,123695,83572,0.6756295727393993,0.9151534911589884,0.949180443833623
989560,742620,0.7504547475645742,246940,0.24954525243542586,33,1000,123695,39280,0.31755527709284936,123695,83130,0.67205626743199,0.9142970744442108,0.948642831157282
989560,737145,0.744921985528922,252415,0.25507801447107803,34,1000,123695,38945,0.31484700270827437,123695,83588,0.6757589231577671,0.9142216857209378,0.9482931808076317
989560,659388,0.6663446380209386,330172,0.3336553619790614,35,1000,123695,25535,0.20643518331379604,123695,71378,0.5770483851408706,0.8858664795687314,0.930863211932576
989560,660578,0.6675471926917014,328982,0.3324528073082986,36,1000,123695,26486,0.21412344880552972,123695,71404,0.5772585795707182,0.8856336412777658,0.9308227899268362
989560,673379,0.6804832450786208,316181,0.3195167549213792,37,1000,123695,26113,0.21110796717733135,123695,72077,0.5826993815433121,0.8904574888486924,0.9347022919277255
989560,670213,0.6772838433243058,319347,0.32271615667569425,38,1000,123695,25874,0.20917579530296293,123695,69283,0.5601115647358422,0.8838929764739223,0.9312128622822264
989560,681581,0.6887717773555924,307979,0.31122822264440764,39,1000,123695,28495,0.23036501071183152,123695,73712,0.5959173774202676,0.894103022164788,0.937395408060148
