group,verdict,reason,count,finite_count,mean_abs_logprob_diff,abs_logprob_diff_p50,abs_logprob_diff_p90,abs_logprob_diff_p95,abs_logprob_diff_p99,rank_delta_nonzero_rate,topk_jaccard_mean,topk_jaccard_p05,union_js_p95,union_js_p99,missing_selected_count,accept_failures,reject_hits
00948d836971f053bbf9,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.013389102502940453,0.0006357764359563589,0.041455101966857894,0.07300597429275507,0.11606474578380586,0.0,0.9778019162210334,0.9393939393939394,0.0013571743952772372,0.00264958498009604,0,,
078441dc63cb2e4b07bd,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.0017701460988591156,5.364409503272327e-07,0.0028783056885004037,0.008529613912105553,0.03929358005523691,0.0,0.9426214811991719,0.7955555555555557,0.00012364231565189655,0.0005396239661693857,0,,
081f312c80bb99972dbd,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.013707160258547901,0.0011548995971679688,0.03815642595291137,0.06179669499397276,0.1328344887495041,0.0078125,0.9788045900178249,0.9393939393939394,0.00154425431890578,0.00346042540816645,0,,
0848a18636674f51559d,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.00934442392783641,2.2643587271886645e-06,0.03172492831945419,0.07582990042865255,0.11557860732078552,0.015625,0.9806706773618534,0.9393939393939394,0.001820766780442256,0.0020674927760120894,0,,
08a516ed65ded1d98939,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.016922056520229045,0.0067449938505887985,0.04741762280464172,0.060625180602073635,0.07155454874038697,0.0078125,0.9741230583142342,0.9393939393939394,0.0007219164728384344,0.0015278042754035346,0,,
0a1d8a7c087c9dc3d2cd,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.015364830710536737,0.005003863014280796,0.04631761312484738,0.06479098200798034,0.08498320102691653,0.015625,0.9793035395976566,0.9393939393939394,0.002093267069095967,0.009760098316678368,0,,
0a95e425e4dd7a02f20c,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.009169662593048855,5.978572880849242e-05,0.03961497843265532,0.056771726906299586,0.09791211426258092,0.0,0.9834558823529408,0.9393939393939394,0.0012976618104578227,0.00185155109778568,0,,
0aa6cfc00ab1dd402f7e,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.003134065118032492,5.535417585633695e-06,0.005639588832855224,0.01807587295770643,0.05299830913543705,0.0,0.9589813218489678,0.8823529411764706,0.00048567297935899205,0.00390876708916792,0,,
0b78fd794493c2fce383,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.009849641860086522,1.0013081919169053e-05,0.04565287232398987,0.05942507088184356,0.09609995186328892,0.0,0.9797515597147946,0.9393939393939394,0.0014141516959055743,0.002768841075342662,0,,
0c1b0aa5f7b49771176d,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.00028469568729000416,2.384149411227554e-07,8.636832935735549e-05,0.0008987010922282897,0.0034066364541649884,0.0,0.9693865770819156,0.8823529411764706,1.373055725438816e-05,0.00018484596459792215,0,,
0c7a3248234f94699a83,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.012548805191754164,9.67816449701786e-05,0.04303637742996215,0.07032756507396692,0.13669575646519672,0.0078125,0.9774374522536282,0.9393939393939394,0.0019326286329852983,0.005224883188116648,0,,
107c0874e9429ce217c5,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.002729554267478951,0.0,0.00033598355948924854,0.02216702699661254,0.055696952939033526,0.0078125,0.9749331550802133,0.9393939393939394,0.00034278374102676647,0.0004922240823470328,0,,
10ec405176db694e80fc,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.00829614451822086,1.0706280590966344e-05,0.02079036384820937,0.04343849495053289,0.11308597236871724,0.0234375,0.9853219696969694,0.9393939393939394,0.0013096690722963211,0.002126788314763299,0,,
127949883dbe82e96510,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.009448332411482019,2.7722111553885043e-05,0.02194268181920051,0.08354806602001186,0.10416460916399961,0.015625,0.9835115864527626,0.9393939393939394,0.0017626041890313445,0.0031387798070540264,0,,
15eb16fcdaff88e628d7,PASS_PROVISIONAL,single sample matches the BF16 dense fingerprint,128,128,0.002251357994184744,5.363244781619869e-07,0.00019075444433838093,0.009958666563034032,0.06482078731060041,0.0,0.9830381016042777,0.9393939393939394,0.00020656994973905133,0.0004898013809332296,0,,
