abs_logprob_diff_p50,abs_logprob_diff_p90,abs_logprob_diff_p95,abs_logprob_diff_p99,abs_logprob_diff_p999,count,finite_count,group,max_abs_logprob_diff,mean_abs_logprob_diff,missing_selected_count,rank_delta_nonzero_rate,topk_jaccard_mean,topk_jaccard_p01,topk_jaccard_p05,union_js_max,union_js_p95,union_js_p99
3.086350625380874e-05,0.04977130889892577,0.12036774158477778,0.21582682549953464,0.3166017746329313,128,128,00948d836971f053bbf9,0.3311159610748291,0.0176562669440814,0,0.046875,0.9120433022232558,0.6965007112375533,0.8285714285714286,0.005957936732299458,0.003845442013456873,0.005287244647438684
0.0002459282986819744,0.057356071472167966,0.10240534543991069,0.2931643581390384,0.5536534845232952,103,103,00f75f3d9317bb603adf,0.5830436944961548,0.023468263718773284,0,0.009708737864077669,0.9042573789442202,0.397162471395881,0.7777777777777778,0.10756795758676199,0.0062207076572126105,0.02713788945325754
3.993467998952838e-06,0.010415728949010366,0.03547987341880796,0.27820092678070185,16.5812857980729,128,128,039de85a378ae7082fd2,18.941245794296265,0.15364622864295407,0,0.015625,0.8498304330696663,0.38546938775510203,0.7297297297297297,0.6614512724189897,0.0008779881090108776,0.042050592392679116
0.004339603707194328,0.10550095438957213,0.12812578827142715,0.26821577515453127,0.29498935819044714,128,128,03cc0a8a75c211be23fe,0.29603517055511475,0.030591345041393936,0,0.0078125,0.9006026393894041,0.664975744975745,0.7777777777777779,0.07830083231969706,0.006504665342119041,0.012291050891474737
0.0022625355049967766,0.09973406791687012,0.12645063400268555,0.24934455633163496,0.952782413885001,128,128,055b2fa2711402598ff8,1.05064956843853,0.03546322048343953,0,0.0234375,0.9042285523650679,0.6965007112375533,0.7777777777777779,0.2687901953114903,0.00834579145436795,0.017586428739036705
0.005376123357564211,0.10028865933418273,0.1364882366731761,0.19451606512069702,0.1974959301352501,128,128,05a34169bb5dcd38d174,0.19777315855026245,0.03299309076911072,0,0.0546875,0.8964048559636795,0.7297297297297297,0.7777777777777779,0.07127650084230455,0.007556515314606789,0.01395468352003898
1.9667506876430707e-06,0.008137972187250847,0.05045732557773584,0.15034924924373627,0.16078515160083776,128,128,078441dc63cb2e4b07bd,0.16215729713439941,0.007254067399214803,0,0.0078125,0.9007873706403119,0.7297297297297297,0.7777777777777779,0.011269343002426047,0.0017036420497196663,0.008130990332381727
2.515075175324455e-05,0.09124391824007033,0.14117157906293865,1.1165510522294804,1.7034301074920248,128,128,081f312c80bb99972dbd,1.775875300168991,0.047986310062159754,0,0.03125,0.8367112577040413,0.313469387755102,0.46638477801268496,0.3240870507346046,0.014902248709800794,0.2147325834383307
0.021107196807861328,0.021107196807861328,0.021107196807861328,0.021107196807861328,0.021107196807861328,1,1,0848a18636674f51559d,0.021107196807861328,0.021107196807861328,0,0.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0021276384628902134,0.0021276384628902134,0.0021276384628902134
0.000546169700101018,0.06863630414009093,0.09736890494823452,0.14677024722099308,0.17781398093700423,128,128,08a516ed65ded1d98939,0.1821010708808899,0.017669507032568976,0,0.0078125,0.9322316825993296,0.7777777777777779,0.8285714285714286,0.010791496844780275,0.003010431404706654,0.0055331425390017855
7.685783202759922e-05,0.060640442371368404,0.12993144989013652,0.3987340899556884,0.5240612764656538,103,103,0925d08e74c1006f96a9,0.5378004424273968,0.02448488690309037,0,0.02912621359223301,0.897168032633481,0.5261538461538462,0.7828571428571429,0.3855977010390869,0.009165543430692345,0.14491901979386546
0.01519264280796051,0.14015684127807618,0.19428938925266265,0.4065014088153843,0.4848350259065631,128,128,0a1d8a7c087c9dc3d2cd,0.4920179843902588,0.049580106462968676,0,0.0546875,0.9062789861299924,0.6965007112375533,0.7777777777777779,0.042515271120201176,0.018803785574004046,0.03659186607687781
0.081723153591156,0.081723153591156,0.081723153591156,0.081723153591156,0.081723153591156,1,1,0a95e425e4dd7a02f20c,0.081723153591156,0.081723153591156,0,0.0,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.005963915236447721,0.005963915236447721,0.005963915236447721
0.0004140697419643402,0.06991012692451476,0.10558303892612449,0.2481865373253824,0.34263091608881996,128,128,0aa6cfc00ab1dd402f7e,0.35479244589805603,0.021996099938081437,0,0.0234375,0.9246332303317598,0.7914920634920636,0.8285714285714286,0.02908881070904712,0.0034455917046098904,0.016258597178147316
0.02508842945098877,0.05807645618915558,0.05922190099954605,0.06013825684785843,0.06034443691372872,6,6,0b3d86f36e753a65e427,0.06036734580993652,0.028057740069925785,0,0.0,0.8298737737862224,0.5004399748585795,0.5487115021998743,0.02522041776922815,0.021339393168953297,0.02444421284917318
0.003510117530822754,0.0883800506591797,0.10883626937866209,0.13979550361633297,0.14454025840759274,49,49,0b78fd794493c2fce383,0.14506745338439941,0.027223313932915275,0,0.02040816326530612,0.9303776922024222,0.7777777777777778,0.8285714285714286,0.012699059936646133,0.005401863238551963,0.011339754386745077
0.020494453608989716,0.15753406286239624,0.1877327710390091,0.31513218879699745,0.32816687762737273,111,111,0c1b0aa5f7b49771176d,0.32898205518722534,0.04844665873715794,0,0.02702702702702703,0.9088039553941989,0.6887624466571834,0.7777777777777778,0.04023603092979622,0.011251789426465517,0.021825706774585847
0.00030532386153936386,0.06465047299861908,0.1311294749379158,0.1955759012699128,0.25710413455963166,128,128,0c7a3248234f94699a83,0.26527345180511475,0.022960894255191544,0,0.0234375,0.913630053297236,0.7777777777777779,0.8285714285714286,0.009604750635727946,0.005482991612868967,0.008872154703177787
0.0029477071948349476,0.10467984676361083,0.16897912323474867,0.21145202398300178,0.2855026215910915,128,128,0f7d0fd565e33920609b,0.29541516304016113,0.03162967979626252,0,0.0,0.9114527629233512,0.7777777777777779,0.8285714285714286,0.011547019534316126,0.007458256058912654,0.010077538270075653
0.01766984909772873,0.12334310114383698,0.15367105901241296,0.23117043614387522,0.7349815876409438,128,128,10512be5feb68d673da7,0.807291679084301,0.04923467064715137,0,0.046875,0.9062449634869169,0.7297297297297297,0.8285714285714286,0.20799614081913662,0.008627047652521293,0.014447558510912416
9.715267879073508e-06,0.061716723442077626,0.07963263690471649,0.28870634257793487,4.308344473734519,128,128,107c0874e9429ce217c5,4.88728155195713,0.05258673989295204,0,0.015625,0.9122410806427834,0.6842105263157895,0.8285714285714286,0.6730059326404194,0.002785197899142854,0.011545653848899912
0.024415254592895508,0.024415254592895508,0.024415254592895508,0.024415254592895508,0.024415254592895508,1,1,10ec405176db694e80fc,0.024415254592895508,0.024415254592895508,0,0.0,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.006826846694207113,0.006826846694207113,0.006826846694207113
