compared_entries,entry_match_count,entry_match_rate,entry_mismatch_count,entry_mismatch_rate,layer_idx,sample_layer_count,token_layer_count,token_layer_match_count,token_layer_match_rate,token_layer_set_count,token_layer_set_match_count,token_layer_set_match_rate,topk_jaccard_mean,topk_overlap_mean
988928,964851,0.9756534348304426,24077,0.024346565169557337,0,1000,123616,111043,0.8982898653895935,123616,120534,0.9750679523686254,0.9944451635171323,0.9968733820864613
988928,936955,0.9474451122831996,51973,0.05255488771680041,1,1000,123616,98961,0.8005517085166969,123616,116349,0.9412131115713176,0.9868415909025531,0.9925849000129433
988928,922033,0.9323560461428941,66895,0.06764395385710588,2,1000,123616,93410,0.7556465182500647,123616,113927,0.9216201786176547,0.9819935374976785,0.9897808536111831
988928,900336,0.9104161273621537,88592,0.08958387263784623,3,1000,123616,85079,0.6882523297954958,123616,111015,0.8980633574941755,0.9767112295619945,0.9868089486797825
988928,905717,0.9158573728319959,83211,0.08414262716800414,4,1000,123616,86511,0.6998365907325913,123616,111279,0.9001990033652602,0.9772850495637204,0.9871436545431013
988928,892704,0.9026986797825525,96224,0.09730132021744758,5,1000,123616,80769,0.6533862930365001,123616,109806,0.888283070152731,0.9748272918153847,0.9857906743463629
988928,883490,0.8933815201915609,105438,0.10661847980843904,6,1000,123616,78410,0.6343030028475278,123616,108548,0.8781063939943049,0.9723925770780543,0.9843962351151955
988928,855760,0.8653410561739581,133168,0.13465894382604193,7,1000,123616,68464,0.5538441625679523,123616,103867,0.8402391276210199,0.9635391253984306,0.979351378462335
988928,846129,0.8556022278669428,142799,0.1443977721330572,8,1000,123616,64665,0.5231118949003365,123616,102323,0.8277488351022522,0.9606363597141481,0.9777011066528605
988928,847224,0.856709487444991,141704,0.14329051255500905,9,1000,123616,65520,0.5300284752782811,123616,103022,0.8334034429200103,0.961743176000229,0.9782977122702563
988928,860652,0.8702878268185348,128276,0.1297121731814652,10,1000,123616,70507,0.5703711493657779,123616,106128,0.858529640176029,0.9677674563190993,0.9817499352834584
988928,862181,0.8718339454439554,126747,0.12816605455604452,11,1000,123616,70817,0.5728789153507636,123616,105797,0.8558519932694797,0.9672015414475936,0.9814354533393735
988928,819697,0.8288742962076107,169231,0.17112570379238934,12,1000,123616,58122,0.47018185348174996,123616,99681,0.8063761972560186,0.9554339622324343,0.9747018994304945
988928,814696,0.82381730520321,174232,0.17618269479679005,13,1000,123616,56730,0.4589211752523945,123616,98970,0.8006245146259384,0.9534990565277898,0.9734884642764691
988928,792194,0.8010633736733109,196734,0.1989366263266891,14,1000,123616,50732,0.4103999482267668,123616,95257,0.7705879497799638,0.9460208369233081,0.9691109969583226
988928,777720,0.7864273233238416,211208,0.21357267667615842,15,1000,123616,47641,0.38539509448615067,123616,93508,0.7564392958840279,0.9424147360822227,0.9669854630468547
988928,766933,0.7755195524851152,221995,0.2244804475148848,16,1000,123616,45019,0.36418424799378724,123616,91702,0.7418295366295625,0.9384778555209564,0.9646131973207351
