common_len,common_topk,compared_entries,entry_match_count,entry_match_rate,entry_mismatch_count,entry_mismatch_rate,layer_idx,sample_id,token_layer_count,token_layer_match_count,token_layer_match_rate,token_layer_set_count,token_layer_set_match_count,token_layer_set_match_rate,topk_jaccard_mean,topk_jaccard_sum,topk_overlap_mean,topk_overlap_sum
127,8,1016,983,0.96751968503937,33,0.03248031496062992,0,0003c1ab20d811680fab,127,110,0.8661417322834646,127,123,0.968503937007874,0.9930008748906387,126.11111111111111,0.9960629921259843,126.5
127,8,1016,916,0.9015748031496063,100,0.0984251968503937,1,0003c1ab20d811680fab,127,82,0.6456692913385826,127,114,0.8976377952755905,0.9772528433945757,124.11111111111111,0.9872047244094488,125.375
127,8,1016,899,0.8848425196850394,117,0.11515748031496063,2,0003c1ab20d811680fab,127,74,0.5826771653543307,127,109,0.8582677165354331,0.9671041119860018,122.82222222222222,0.9812992125984252,124.625
127,8,1016,859,0.8454724409448819,157,0.1545275590551181,3,0003c1ab20d811680fab,127,57,0.44881889763779526,127,103,0.8110236220472441,0.9580052493438318,121.66666666666667,0.9763779527559056,124.0
127,8,1016,871,0.8572834645669292,145,0.14271653543307086,4,0003c1ab20d811680fab,127,64,0.5039370078740157,127,107,0.84251968503937,0.9650043744531934,122.55555555555556,0.9803149606299213,124.5
127,8,1016,837,0.8238188976377953,179,0.17618110236220472,5,0003c1ab20d811680fab,127,58,0.4566929133858268,127,104,0.8188976377952756,0.9583552055993001,121.71111111111111,0.9763779527559056,124.0
127,8,1016,810,0.797244094488189,206,0.20275590551181102,6,0003c1ab20d811680fab,127,50,0.3937007874015748,127,105,0.8267716535433071,0.9615048118985127,122.11111111111111,0.9783464566929134,124.25
127,8,1016,805,0.7923228346456693,211,0.2076771653543307,7,0003c1ab20d811680fab,127,43,0.33858267716535434,127,90,0.7086614173228346,0.9352580927384078,118.77777777777777,0.9635826771653543,122.375
127,8,1016,816,0.8031496062992126,200,0.1968503937007874,8,0003c1ab20d811680fab,127,47,0.3700787401574803,127,86,0.6771653543307087,0.9268591426071741,117.71111111111111,0.9586614173228346,121.75
127,8,1016,778,0.765748031496063,238,0.234251968503937,9,0003c1ab20d811680fab,127,47,0.3700787401574803,127,99,0.7795275590551181,0.9496062992125984,120.6,0.9714566929133859,123.375
127,8,1016,821,0.8080708661417323,195,0.1919291338582677,10,0003c1ab20d811680fab,127,55,0.4330708661417323,127,105,0.8267716535433071,0.9589596754951085,121.78787878787878,0.9763779527559056,124.0
127,8,1016,808,0.7952755905511811,208,0.2047244094488189,11,0003c1ab20d811680fab,127,48,0.3779527559055118,127,101,0.7952755905511811,0.9531058617672792,121.04444444444445,0.9734251968503937,123.625
127,8,1016,744,0.7322834645669292,272,0.2677165354330709,12,0003c1ab20d811680fab,127,32,0.25196850393700787,127,90,0.7086614173228346,0.9338582677165354,118.6,0.9625984251968503,122.25
127,8,1016,745,0.7332677165354331,271,0.26673228346456695,13,0003c1ab20d811680fab,127,28,0.2204724409448819,127,86,0.6771653543307087,0.9240594925634296,117.35555555555555,0.9566929133858267,121.5
127,8,1016,718,0.7066929133858267,298,0.2933070866141732,14,0003c1ab20d811680fab,127,28,0.2204724409448819,127,82,0.6456692913385826,0.915660542432196,116.28888888888889,0.9517716535433071,120.875
127,8,1016,688,0.6771653543307087,328,0.3228346456692913,15,0003c1ab20d811680fab,127,22,0.1732283464566929,127,85,0.6692913385826772,0.9186192635011534,116.66464646464647,0.952755905511811,121.0
127,8,1016,699,0.687992125984252,317,0.31200787401574803,16,0003c1ab20d811680fab,127,21,0.16535433070866143,127,80,0.6299212598425197,0.9135608048993876,116.02222222222223,0.9507874015748031,120.75
127,8,1016,693,0.6820866141732284,323,0.31791338582677164,17,0003c1ab20d811680fab,127,26,0.2047244094488189,127,85,0.6692913385826772,0.9167104111986,116.42222222222222,0.9517716535433071,120.875
127,8,1016,683,0.672244094488189,333,0.327755905511811,18,0003c1ab20d811680fab,127,27,0.2125984251968504,127,83,0.6535433070866141,0.9176648373498767,116.54343434343434,0.952755905511811,121.0
127,8,1016,681,0.6702755905511811,335,0.3297244094488189,19,0003c1ab20d811680fab,127,28,0.2204724409448819,127,73,0.5748031496062992,0.895188101487314,113.68888888888888,0.937007874015748,119.0
127,8,1016,677,0.6663385826771654,339,0.33366141732283466,20,0003c1ab20d811680fab,127,26,0.2047244094488189,127,76,0.5984251968503937,0.8922930088284419,113.32121212121213,0.9340551181102362,118.625
127,8,1016,697,0.6860236220472441,319,0.3139763779527559,21,0003c1ab20d811680fab,127,27,0.2125984251968504,127,80,0.6299212598425197,0.9012168933428777,114.45454545454545,0.9399606299212598,119.375
127,8,1016,698,0.687007874015748,318,0.31299212598425197,22,0003c1ab20d811680fab,127,26,0.2047244094488189,127,84,0.6614173228346457,0.90349160900342,114.74343434343434,0.9399606299212598,119.375
127,8,1016,721,0.7096456692913385,295,0.2903543307086614,23,0003c1ab20d811680fab,127,29,0.2283464566929134,127,88,0.6929133858267716,0.921434820647419,117.02222222222223,0.9517716535433071,120.875
127,8,1016,681,0.6702755905511811,335,0.3297244094488189,24,0003c1ab20d811680fab,127,27,0.2125984251968504,127,76,0.5984251968503937,0.891672631830112,113.24242424242425,0.9340551181102362,118.625
127,8,1016,691,0.6801181102362205,325,0.3198818897637795,25,0003c1ab20d811680fab,127,29,0.2283464566929134,127,77,0.6062992125984252,0.8956971287679949,113.75353535353536,0.9360236220472441,118.875
127,8,1016,655,0.6446850393700787,361,0.35531496062992124,26,0003c1ab20d811680fab,127,21,0.16535433070866143,127,75,0.5905511811023622,0.8933428775948461,113.45454545454545,0.9350393700787402,118.75
127,8,1016,655,0.6446850393700787,361,0.35531496062992124,27,0003c1ab20d811680fab,127,18,0.14173228346456693,127,71,0.5590551181102362,0.8807444523979956,111.85454545454546,0.9271653543307087,117.75
127,8,1016,713,0.7017716535433071,303,0.29822834645669294,28,0003c1ab20d811680fab,127,27,0.2125984251968504,127,84,0.6614173228346457,0.9079455977093772,115.30909090909091,0.9429133858267716,119.75
